title,tags
The Pharmacist,crime tv shows  docuseries julia willoughby nason  jenner furst unknown cast united states after his son s tragic death  a louisiana pharmacist goes to extremes to expose the rampant corruption behind the opioid addiction crisis 
Uppity: The Willy T. Ribbs Story,documentaries  sports movies nate adams  adam carolla willy t  ribbs united states this documentary profiles a defiant driver who challenged racial barriers in american auto racing  becoming the first black man to race in the indy 500 
Dragonheart: Vengeance,action   adventure  sci fi   fantasy ivan silvestrini joseph millson  jack kane  helena bonham carter  arturo muselli  carolina carlsson  tam williams  richard ashton  ross o hennessy  cameron jack  fabienne piolini castle united states when his family is slain by vicious savages  a young farmer teams with an ice breathing dragon and sword wielding mercenary to avenge their deaths 
"Faith, Hope & Love",comedies  faith   spirituality  romantic movies robert krantz robert krantz  peta murgatroyd  corbin bernsen  michael richards  nancy stafford united states after shattering losses  a recent divorc e and a heartbroken widower restore their lives when they partner for a dance competition to save her studio 
Tom Papa: You're Doing Great!,stand up comedy gregory jacobs tom papa united states comedian tom papa takes on body image issues  social media  pets  staten island  the  old days  and more in a special from his home state of new jersey 
Team Kaylie,kids  tv  tv comedies unknown director bryana salaz  alison fernandez  symera jackson  elie samouhi  kai calhoun  eliza pryor  rosa blasi  nicole sullivan  david gridley united states after a brush with the law  teen celebrity kaylie konrad swaps social stardom for court ordered chaos as a middle school wilderness club leader 
Thambi,international movies  thrillers jeethu joseph jyothika  sathyaraj  karthi  showkar janaki  nikhila vimal  havarasu  anson paul india as a tip leads a local politician to his long estranged son  his daughter has doubts about whether the young man is truly family or just an impostor 
The Silent War,dramas  international movies  thrillers alfonso cort s cavanillas asier etxeandia  marian  lvarez  hugo silva  aitor luna  imanol arias  olimpia melinte  ruth d az  jorge basanta  stephanie gil  roberto bonacini spain alluding to  for whom the bell tolls   this drama follows a fugitive guerrilla  deaf after an explosion  as he tries to survive in 1944 northern spain 
Chronically Metropolitan,comedies  dramas  independent movies xavier manrique shiloh fernandez  ashley benson  josh peck  addison timlin  chris noth  mary louise parker united states a case of writer s block inspires a young novelist to return home to new york city and reconnect with his engaged ex and his bohemian parents 
Hum Aapke Hain Koun,classic movies  dramas  international movies sooraj r  barjatya madhuri dixit  salman khan  mohnish bahl  renuka shahane  anupam kher  reema lagoo  alok nath  bindu india although nisha falls for prem  she agrees to marry his older brother for the good of their families  but fate may have other plans for the lovebirds 
Is It Wrong to Try to Pick Up Girls in a Dungeon?,anime series  international tv shows unknown director yoshitsugu matsuoka  inori minase  saori onishi  maaya uchida  haruka tomatsu  shizuka ishigami  yoko hikasa  yurika kubo  nobuhiko okamoto  saori hayami  yoshimasa hosoya  chinatsu akasaki  akeno watanabe  haruka chisuga  wakana kowaka  ayumi mano  kenn  ryota osaka japan lovable goof bell cranel wants an adventure  and when he meets the diminutive goddess hestia  he gets much more than he bargained for 
Itaewon Class,international tv shows  korean tv shows  tv dramas unknown director park seo joon  kim da mi  yu jae myeong  kwon na ra  kim dong hee  ahn bo hyun  kim hye eun  ryu gyeong su  lee joo young  chris lyon south korea in a colorful seoul neighborhood  an ex con and his friends fight a mighty foe to make their ambitious dreams for their street bar a reality 
Justice,movies richard gabai nathan parsons  jamie lynn sigler  ellen hollman  john lewis  niko foster  quinton aaron  jackson rathbone  robert carradine  lesley anne down  stephen lang united states a u s  marshal arrives at a small town in nevada  only to learn that his preacher brother is dead after standing up to the town s mayor and outlaws 
Love Jacked,comedies  international movies  romantic movies alfons adetuyi amber stevens west  shamier anderson  keith david  mike epps  lyriq bent  marla gibbs  angela gibbs  demetrius grosse  nicole lyn canada  south africa to assert her independence from her rigid father s expectations  a headstrong woman hires a desperate los angeles man to pose as her fianc  in africa 
Miraculous: Tales of Ladybug & Cat Noir,kids  tv  tv action   adventure thomas astruc cristina vee  bryce papenbrook  keith silverstein  mela lee  max mittelman  carrie keranen  stephanie sheh  andr  gordon  matthew mercer  christopher corey smith  philece sampler  selah victor  marieve herington  ben diskin  kira buckland  erin fitzgerald  grant george  ethan murray  david roach  todd haberkorn france  south korea  japan  united states when paris is in peril  marinette becomes ladybug  little does she know  her school crush adrien is actually cat noir  another city saving superhero 
Misfit 2,children   family movies  comedies  international movies erwin van den eshof djamila  niek roozen  bente fokkens  jolijn henneman  fenna ramos  jill schirnhofer  donny roelvink  d fano holwijn netherlands when her boyfriend abruptly transfers schools  a gifted musician must pair up with an archrival to battle him in a student music competition 
Night on Earth: Shot in the Dark,movies unknown director samira wiley united kingdom this look behind the scenes shows how worldwide camera crews climbed  dived and froze to capture the documentary s groundbreaking night footage 
No Game No Life,anime series  international tv shows unknown director yoshitsugu matsuoka  ai kayano  yoko hikasa  yukari tamura  yuka iguchi  mamiko noto  miyuki sawashiro  rie kugimiya  mugihito  naomi shindo japan legendary gamer siblings sora and shiro are transported to a world where life is a series of games and humanity is in grave danger of extinction 
Pop Team Epic,anime series  international tv shows unknown director unknown cast japan this animated adaptation of the quirky four panel comic brings the random exploits of popuko and pipimi to life 
Shopkins,kids  tv unknown director kate murphy united states tiny grocery store items come to life as the shopkins  who have fun adventures with each other at small mart and the magical town called shopville 
The Car: Road to Revenge,action   adventure  horror movies  sci fi   fantasy g j  echternkamp grant bowler  kathleen munroe  martin hancock  micah balfour  burt grinstead  nina bergman  jamie bamber  ronny cox united states trying to uphold justice in a lawless future  a d a  is slain by cyberpunks but a supernatural twist sends his car on a bloody quest for revenge 
Together For Eternity,dramas  international movies  music   musicals sooraj r  barjatya salman khan  karisma kapoor  saif ali khan  tabu  sonali bendre  mohnish bahl  reema lagoo  mahesh thakur  neelam  alok nath india a scheming matriarch plots to cut off her disabled stepson and his wife from the family fortune  creating a division within the clan 
37 Seconds,dramas  international movies hikari mei kayama  misuzu kanno  shunsuke daitoh  makiko watanabe  yoshihiko kumashino  minori hagiwara  shohei uno  yuka itaya  kiyohiko shibukawa  eita okuno  haruka imou  toshinori omi japan trapped by society and familial obligations  a young manga artist goes on an unconventional journey for sexual freedom and personal liberation 
Diablero,international tv shows  spanish language tv shows  tv action   adventure unknown director christopher von uckermann  horacio garc a rojas  gisselle kuri  f tima molina  dolores heredia  humberto busto  quetzalli cort s  alexa martin  flavio medina  dulce neri  mariana botas mexico when a young girl goes missing in a big city  a desperate priest joins a demon hunter and his motley crew on an otherworldly mission to find her 
Gang of the Caribbean,dramas  international movies jean claude flamand barny dj dj  apali  eriq ebouaney  adama niane  vincent vermignon  djibril pavad   zita hanrot  karim belkhadra  lise lomi  zo  charron  jocelyne b roard  julien courbey  lucien jean baptiste  romane bohringer  mathieu kassovitz france disillusioned by life in 1970s france  a west indian expatriate named jimmy joins a gang of idealistic robbers  but betrayal and violence soon follow 
Hakkunde,comedies  dramas  independent movies oluseyi asurf frank donga  rahama sadau  ali nuhu  toyin aimakhu  tunbosun aiyedehin  maryam booth  ahaji issa bello  adebukola  bukky ajayi  ibrahim daddy  seyilaw  tomiwa kukoyi nigeria a perpetually unemployed graduate desperately leaves his city for a potential opportunity until a roadblock threatens to derail his chance at a career 
Luna Nera,international tv shows  romantic tv shows  tv dramas unknown director antonia fotaras  giorgio belli  manuela mandracchia  roberto de francesco  federica fracassi  lucrezia guidone  adalgisa manfrida  giada gagliardi  giandomenico cupaiuolo  gloria carovana  filippo scotti italy in 17th century italy  a teenager learns about her destiny among a family of witches  just as her boyfriend s father hunts her down for witchcraft 
Miss Americana,documentaries  music   musicals lana wilson taylor swift united states in this revealing documentary  taylor swift embraces her role as a songwriter and performer   and as a woman harnessing the full power of her voice 
Unauthorized Living,crime tv shows  international tv shows  spanish language tv shows unknown director jos  coronado   lex gonz lez  claudia traisac  lu s zahera  pilar castro   lex monner  giulia charm  unax ugalde  ricardo g mez  ledicia sola  leonor watling  patrick criado  xabier deive  camila bossa  mar a guinea   dgar vittorino  javier abad  daniel curr s  mercedes castro  paula morado  paula pier  carmela martins  denis g mez  miguel borines  ana villagrasa  xavier est vez  carlos hip lito spain when a galician shipper and drug lord hiding his alzheimer s disease plans to retire  his second in command plots to steal the empire from the heir 
Ainori Love Wagon: African Journey,international tv shows  reality tv  romantic tv shows unknown director becky  ryo kato  karina maruyama  kohei takeda japan to find love  seven strangers leave japan and embark on a journey through the continent of africa together  challenges  adventure and romance await 
Kevin Hart: I'm a Grown Little Man,stand up comedy shannon hartman kevin hart united states stand up comedy star kevin hart delivers his unique perspective on work  race  family and friends with this laugh riot comedy show 
THE STRANGER,british tv shows  crime tv shows  international tv shows unknown director richard armitage  siobhan finneran  jennifer saunders  shaun dooley  paul kaye  dervla kirwan  kadiff kirwan  hannah john kamen  anthony head  stephen rea  jacob dudman  ella rae smith  brandon fellows  misha handley united kingdom when a stranger makes a shocking claim about his wife  family man adam price becomes entangled in a mystery as he desperately searches for answers 
What the Love! with Karan Johar,international tv shows  reality tv  romantic tv shows unknown director karan johar united states with help from celebrity guests and a glam squad  filmmaker karan johar mentors six singletons through their personal struggles as they look for love 
Close Enemies,dramas  international movies david oelhoffen matthias schoenaerts  reda kateb  adel bencherif  sofiane zermani  sabrina ouazani  gwendolyn gourvenec  nicolas giraud  yann goven  astrid whettnall  ahmed benaissa  marc barb  france  belgium after an ambush leaves his partner dead  drug dealer manuel reluctantly teams up with childhood friend driss   now a cop   to hunt down the culprits 
Find Yourself,international tv shows  romantic tv shows  tv comedies unknown director unknown cast unknown country a determined entrepreneur navigates a love triangle between a young charmer and an older executive  leading her down an unconventional path to love 
Night on Earth,docuseries  science   nature tv unknown director samira wiley united kingdom this nature series  new technology lifts night s veil to reveal the hidden lives of the world s creatures  from lions on the hunt to bats on the wing 
Omniscient,international tv shows  tv dramas  tv sci fi   fantasy unknown director carla salle  sandra corveloni  jonathan haagensen  guilherme prates  luana tanaka  marcello airoldi  marco ant nio p mio brazil in a city where citizens are monitored 24 7  a tech employee must outsmart her surveillance drone in order to investigate a murder 
Shimla Mirchi,comedies  international movies  romantic movies ramesh sippy rajkummar rao  tarun wadhwa  rakul preet singh  kiran juneja  hema malini  kamlesh gill  shakti kapoor  kanwaljeet singh india a young man who gets tongue tied around women writes a love letter to his crush  but it ends up in the hands of her mother  who thinks it s for her 
Sillu Karuppatti,comedies  dramas  independent movies halitha shameem nivedhithaa sathish  leela samson  samuthirakani  sunaina  manikandan india from first crushes to post marriage relationships  love and connection are at the heart of the four interwoven stories in this anthology film 
Vir Das: For India,stand up comedy vir das  ajay bhuyan vir das india from the vedas to vasco da gama to vacuous bollywood plotlines  comedian vir das celebrates the history of india with his one of a kind perspective 
Menashe,dramas  independent movies josh z  weinstein  joshua z  weinstein menashe lustig  ruben niborski  yoel weisshaus  meyer schwartz  yoel falkowitz  ariel vaysman united states a year after his wife s death  a widower faces pressure from his hasidic community to give up his son for adoption unless he finds a new partner 
A Sun,dramas  independent movies  international movies chung mong hong wu chien ho  chen yi wen  samantha ko  liu kuan ting  greg hsu  wu tai ling  wen chen ling  yin shin taiwan a family reckons with the aftermath of their younger son s incarceration and a greater misfortune that follows 
Die Ontwaking,international movies  thrillers johnny breedt gys de villiers  juanita de villiers  g rard rudolf  paul eilers  pete spyropoulos  jaco muller  armand aucamp  christine tesco south africa an inexperienced murder detective joins a desperate search for a deranged serial killer who possesses a deep obsession with young women s skin 
Rise of Empires: Ottoman,docuseries unknown director charles dance  cem yi it  z mo lu  tommaso basili  birkan sokullu  osman sonant  tolga tekin  damla s nmez  ushan  ak r  i layda akdo an unknown country ottoman sultan mehmed ii wages an epic campaign to take the byzantine capital of constantinople and shapes the course of history for centuries 
Sons of the Caliphate,international tv shows  tv dramas unknown director yakubu mohammed  paul sambo  mofe duncan  nita byack george  yvonne hays  mickey odey  rahama sadau  sani muazu nigeria three wealthy  power hungry men tussle for sovereignty amid corrupt politics  passionate desires and family obligations 
The goop lab with Gwyneth Paltrow,reality tv unknown director gwyneth paltrow  elise loehnen united states leading with curiosity  gwyneth paltrow and her goop team look at psychedelics  energy work and other challenging wellness topics 
The Ranch,tv comedies  tv dramas unknown director ashton kutcher  sam elliott  debra winger  elisha cuthbert  kelli goss  wilmer valderrama  danny masterson united states being a pro athlete didn t pan out for colt  now he s helping his dad and brother keep the ranch afloat  and figuring out how he fits into the family 
Airplane Mode,comedies  international movies  romantic movies c sar rodrigues larissa manoela  andr  luiz frambach  erasmo carlos  mariana am ncio  amanda orestes  eike duarte  nayobe nzainab  katiuscia canoro  phellyx moura  dani ornellas  michel bercovitch  s lvia louren o united states when ana  an influencer  crashes her car while talking on the phone  she s shipped to her grumpy grandfather s farm   and forced into a digital detox 
Alex Fernández: The Best Comedian in the World,stand up comedy alex d az alex fern ndez mexico comic alex fern ndez performs his familiar autobiographical stories but goes a little deeper this time with a tender tale about one of his six siblings 
October Faction,tv action   adventure  tv dramas  tv horror unknown director tamara taylor  j c  mackenzie  aurora burghart  gabriel darku  maxim roy  stephen mchattie  wendy crewson  megan follows  nicola correia damude  praneet akilla  michelle nolden  anwen o driscoll united states the family drama gets downright monstrous as parents fred and deloris hunt the supernatural  and twins viv and geoff harbor their own strange secrets 
​SAINT SEIYA: Knights of the Zodiac,anime series  international tv shows unknown director bryson baugus  emily neves  blake shepard  patrick poole  luci christian  adam gibbs  masakazu morita  fumiko orikasa  takahiro sakurai  hiroaki miura  satomi sato  katsuyuki konishi japan seiya and the knights of the zodiac rise again to protect the reincarnation of the goddess athena  but a dark prophecy hangs over them all 
The Ghost Bride,international tv shows  tv dramas  tv mysteries quek shio chuan huang peijia  wu kang jen  ludi lin  janet hsieh  kuang tian  susan leong  jordan voon  angeline tan  jojo goh  teresa daley taiwan  malaysia in 1890s malacca  li lan finds herself in the afterlife and becomes mired in a mystery linked to the sinister  deceased son of a wealthy family 
Pandemic: How to Prevent an Outbreak,docuseries  science   nature tv unknown director unknown cast united states in this docuseries  meet the heroes on the front lines of the battle against influenza and learn about their efforts to stop the next global outbreak 
Playing with Fire,international tv shows  romantic tv shows  spanish language tv shows unknown director jason day  margarita rosa de francisco  carlos ponce  gaby espino  laura perico  alejandro aguilar  tony plana  marcelo serrado  leticia huijara  germ n quintero  luis alberti  ricardo vesga  yuri vargas   lvaro rodr guez  juan david restrepo united states three prosperous women   including a mother and her daughter   fall for a seductive man in colombia s coffee triangle 
Whisky,comedies  dramas  international movies pablo stoll  juan pablo rebella andr s pazos  mirella pascual  jorge bolani  jos  pedro bujaruz  ver nica perrotta uruguay  argentina  germany  spain to impress family  a factory owner pretends to be married to one of his employees  and soon  the  couple  finds their lives radically altered 
Fortune Feimster: Sweet & Salty,stand up comedy krysia plonka fortune feimster united states actor  comedian and writer fortune feimster takes the stage and riffs on her southern roots  sexual awakenings  showbiz career and more 
KD (A) Karuppudurai,comedies  dramas  independent movies madhumita mu ramaswamy  naga vishal  yog japee  ganesan kaliamoorthy  guna babu india as his children plot his death to claim their inheritance  an aging patriarch leaves home  befriending a spunky boy who adds direction to his life 
DreamWorks How to Train Your Dragon Legends,kids  tv  tv action   adventure  tv sci fi   fantasy unknown director jay baruchel  craig ferguson  america ferrera  gerard butler united states in this set of shorts  hiccup and the gang learn about different species of dragons  then  gobber goes in search of the boneknapper dragon 
Motichoor Chaknachoor,comedies  dramas  international movies debamitra biswal nawazuddin siddiqui  athiya shetty  sanjeev vats  vibha chhibber  vivek mishra  navni parihar  karuna pandey  abhishek rawat india pushing 40 and unemployed  a dubai returnee desperate for a wife catches the eye of a bhopal belle  who sees him solely as her ticket out of india 
WHAT DID JACK DO?,dramas  independent movies david lynch david lynch united states a detective interrogates a monkey who is suspected of murder 
The Bling Ring,dramas  independent movies sofia coppola emma watson  leslie mann  carlos miranda  israel broussard  taissa farmiga  katie chang  georgia rock  claire julien united states  united kingdom  france  germany  japan based on fact  this comic thriller tracks the saga of the hollywood hills burglar bunch  who used the web to time their robberies of stars  homes 
A Fall from Grace,dramas  thrillers tyler perry crystal fox  phylicia rashad  cicely tyson  bresha webb  mehcad brooks  adrian pasdar  tyler perry united states when gentle  law abiding grace confesses to killing her new husband  her skeptical young lawyer sets out to uncover the truth  a film by tyler perry 
Ares,international tv shows  tv dramas  tv horror unknown director jade olieberg  tobias kersloot  lisa smit  frieda barnhard  hans kesting  rifka lodeizen  robin boissevain  jennifer welts  steef de bot  jip van den dool  janni goslinga  dennis rudge  ian bok  roos dickmann  minne koole  alexander brouwer netherlands aiming to become part of amsterdam s elite  an ambitious college student joins an exclusive society  unaware it s hiding a horrifying secret 
Hip-Hop Evolution,docuseries  international tv shows unknown director shad kabango canada interviews with influential mcs  djs and moguls trace the genre s dynamic evolution from the 1970s through the 1990s in this documentary series 
Nailed It! Germany,international tv shows  reality tv unknown director angelina kirsch  bernd siefert germany home cooks try   and inevitably fail   to re create spectacular confections on this comical competition show  all for a sweet 5 000 euros 
Tiny House Nation,reality tv unknown director unknown cast united states traveling the u s   host john weisbarth and expert zack giffin are helping families prep for the tiny lifestyle and create hypercustomized mini homes 
Deadcon,horror movies caryn waechter lauren elizabeth  claudia sulewski  keith machekanyanga  mimi gianopulos  lukas gage  carl gilliard  caeli  mark dohner  jessie paege  richard kohnke  dominic burgess  judah mackey united states a group of uber popular  social media influencers  trip to a digital media festival grows dark when an evil spirit wants to lure them to their demise 
Handsome Siblings,international tv shows  tv dramas  tv sci fi   fantasy unknown director hu yitian  chen zheyuan  liang jie  vicky liang  tay ping hui  nikita mao  gallen lo  song wenzuo  jin song  jason zheng china clashing martial arts twins face relentless villains  thorny romance and brotherly rivalry as their troubled pasts catch up to them 
Hop,children   family movies  comedies tim hill james marsden  russell brand  kaley cuoco  hank azaria  gary cole  elizabeth perkins  hugh laurie  tiffany espensen  david hasselhoff  chelsea handler united states  france  japan a jobless slacker finds himself beyond busy after he runs over the easter bunny and has to take over the rabbit s duties so the holiday can continue 
Jezebel,dramas  independent movies numa perrier tiffany tenille  numa perrier  stephen barrington  bobby field  rockwelle dortch  zoe tyson  dennis jaffee  jessa zarubica  riria  charlie taylor  amy aitken  brett gelman united states during the internet s infancy  a vulnerable woman follows her sister into the sex industry as a webcam model but her sudden popularity tests their bond 
Legend,dramas  international movies  thrillers brian helgeland tom hardy  emily browning  david thewlis  duffy  christopher eccleston  chazz palminteri  paul bettany  taron egerton  colin morgan  tara fitzgerald united kingdom  france  united states identical twins and notorious gangsters reggie and ronnie kray elude the authorities in 1960s london while transfixing and terrifying the public 
NiNoKuni,action   adventure  anime features  children   family movies yoshiyuki momose kento yamazaki  mackenyu  mei nagano  mamoru miyano  maaya sakamoto  yuki kaji  kenjiro tsuda  koichi yamadera  masatoh ibu  tsuyoshi muro japan two average teens go on a magical quest to save the life of their friend and her counterpart from another world  but love complicates their journey 
Soul Eater,anime series  international tv shows unknown director chiaki omigawa  laura bailey  emiri kato  kouki uchiyama  micah solusod  yumiko kobayashi  brittney karbowski  mamoru miyano  todd haberkorn  kaori nazuka  monica rial  akeno watanabe  jamie marchi  narumi takahira  cherami leigh  houko kuwashima japan maka and the other students at the death weapon meister academy must kill 99 evil humans and one witch  absorbing their spirits when they die 
Steve Jobs,dramas danny boyle michael fassbender  kate winslet  seth rogen  jeff daniels  michael stuhlbarg  katherine waterston  perla haney jardine  sarah snook  john ortiz  adam shapiro united kingdom  united states by keying in on three crucial points in his career  this biopic shows the human foibles and visionary fearlessness of the man who made the mac 
Bulbul Can Sing,dramas  independent movies  international movies rima das arnali das  manoranjan das  banita thakuriya  manabendra das  deepjyoti kalita  pakija begum india exploring their sexual identities in the face of the patriarchal rules of their assamese village  a teenager and her two friends are rocked by tragedy 
Eye For An Eye,dramas  international movies  thrillers paco plaza luis tosar  xan cejudo  ismael mart nez  enric auquer  mar a v zquez  daniel curr s  rebeca montero  luisa mayol  jessica serna  tamara canosa spain  france  united states a cartel boss is released from prison and unknowingly put in the care of a vengeful nurse  whose life was tragically impacted by the drug lord 
Killer Inside: The Mind of Aaron Hernandez,crime tv shows  docuseries unknown director aaron hernandez united states via interviews with friends  players and insiders  this docuseries examines how aaron hernandez went from an nfl star to a convicted killer 
MindGamers,international movies  sci fi   fantasy  thrillers andrew goth tom payne  melia kreiling  antonia campbell hughes  sam neill  turlough convery  oliver stark  dominique tipper  ryan doyle  simon paisley day  pedja bjelac austria brilliant young students discover a breakthrough that could change humankind  but soon find themselves the subjects of a much bigger experiment 
The Brave,action   adventure  independent movies william kaufman armand assante  louis mandylor  yuriy kutsenko  ravshana kurkova  igor jijikine  ivan makarevich  bessart kallaku  ervin bejleri united states with entry into the european union at stake  albania must rely on a mash up of elite cops to take down a slippery drug lord dominating its economy 
Leslie Jones: Time Machine,stand up comedy david benioff  d b  weiss leslie jones united states from trying to seduce prince to battling sleep apnea  leslie jones traces her evolution as an adult in a joyfully raw and outrageous stand up special 
The Ollie & Moon Show,kids  tv unknown director mattea conforti  kobi frumer france two quirky cats  ollie and moon  and their friend stanley the snail travel the world  solving everyday problems and learning about different cultures 
Women of Mafia 2,action   adventure  dramas  international movies patryk vega angie cepeda  agnieszka dygant  aleksandra grabowska  aleksandra pop awska  katarzyna warnke  piotr adamczyk  enrique arce  amin bensalem  wojciech bocianowski  janusz chabior poland when a major drug deal goes sour  the queen of the warsaw underworld must contend with a rival criminal  a crossed ally and a religious fighter 
The Healing Powers of Dude,kids  tv  tv comedies  tv dramas unknown director jace chapman  larisa oleynik  tom everett scott  steve zahn  mauricio lara  sophie kim  laurel emory unknown country when an 11 year old boy with social anxiety disorder starts middle school  he finds strength in a scruffy emotional support dog named dude 
Betty White: First Lady of Television,documentaries steve boettcher betty white  valerie bertinelli  georgia engel  tina fey  valerie harper  jennifer love hewitt  carl reiner  ryan reynolds  alex trebek united states this documentary on actress and television producer betty white traces her decades long career as a  woman breaking new ground in entertainment 
Made in China,comedies  dramas  international movies mikhil musale rajkummar rao  boman irani  mouni roy  sumeet vyas  paresh rawal  gajraj rao  manoj joshi  sanjay goradia  amyra dastur  chittaranjan tripathi  abhishek banerjee india after a trip to china  a struggling entrepreneur returns to india as the supplier of an illegal aphrodisiac   but all he ends up stimulating is chaos 
AJ and the Queen,tv comedies  tv dramas unknown director rupaul charles  izzy g   michael leon wooley  josh segarra  katerina tannenbaum  tia carrere united states while traveling across the country in a run down rv  drag queen ruby red discovers an unlikely sidekick in aj  a tough talking 10 year old stowaway 
Giri / Haji,british tv shows  crime tv shows  international tv shows unknown director takehiro hira  kelly macdonald  yosuke kubozuka  will sharpe  aoi okuyama  masahiro motoki  yuko nakamura  mitsuko oka  anna sawai  charlie creed miles united kingdom family duty sends a lawman to london to look for his mob assassin brother as a yakuza war threatens to engulf tokyo  trust is even tougher to find 
Harvey Street Kids,kids  tv  tv comedies unknown director lauren lapkus  stephanie lemelin  kelly mccreary  atticus shaffer  danny pudi  grey griffin  utkarsh ambudkar  roger craig smith united states kids rule in a place called harvey street  where a trio of girls right wrongs  ice cream is always an option  and every day feels like saturday 
Jamtara - Sabka Number Ayega,crime tv shows  international tv shows  tv dramas soumendra padhi amit sial  dibyendu bhattacharya  aksha pardhasany  sparsh shrivastava  monika panwar  anshumaan pushkar india a group of small town young men run a lucrative phishing operation  until a corrupt politician wants in on their scheme   and a cop wants to fight it 
Medical Police,crime tv shows  tv action   adventure  tv comedies unknown director erinn hayes  rob huebel  malin akerman  rob corddry  lake bell  sarayu blue  ken marino  fred melamed  tom wright  jason schwartzman  eric nenninger  megan le  beth dover  zandy hartig  brian huskey  michael cera united states doctors owen maestro and lola spratt leave childrens hospital and join a secret arm of the cdc to investigate and destroy a deadly global virus 
Monsters: Dark Continent,action   adventure  dramas  independent movies tom green johnny harris  sam keeley  joe dempsie  kyle soller  nicholas pinnock  parker sawyers  philip arditti  sofia boutella united kingdom an american platoon stationed in the middle east is thrust into battle with a breed of tentacled aliens whose rapid spread threatens human survival 
The InBESTigators,kids  tv  tv comedies unknown director abby bergman  anna cooke  aston droomer  jamil smyth secka  james saunders  maria angelico  eliza ong australia four clever school kids start their own detective agency and vlog about their adventures  becoming fast friends in the process 
Until Dawn,international tv shows  reality tv  tv comedies unknown director ahmed sylla  alban ivanov  ornella fleury  natoo  carlito  mcfly  djimo  lola dubini  noom diawara  tania dutel  hakim jemili  jason brokerss  b reng re krief  thomas vandenberghe  monsieur poulpe  jhon rachid  audrey pirault  jeanfi janssens  fadily camara  laurie peret  issa doumbia  anne sophie girard  elhadj gaye  guillaume bats france france s funniest comics carry out ghastly tasks as they try to outlast   and outwit   one another while overnighting in haunted locations 
Bulletproof 2,action   adventure  comedies don michael paul faizon love  kirk fox  tony todd  pearl thusi  cassie clare  fiona ramsey  neels clasen  roxy nel united states a special agent abruptly reunites with a criminal   once a former friend   when he attempts to use his identity to infiltrate and take down a cartel 
Cheer,docuseries  reality tv  teen tv shows unknown director unknown cast united states this gripping docuseries follows the ups and downs of navarro college s competitive cheer squad as they work to win a coveted national title 
A Ghost Story,dramas  independent movies david lowery casey affleck  rooney mara  liz franke  rob zabrecky  will oldham  sonia acevedo united states following a fatal car crash  a man s spirit remains stuck in the home he shared with his wife as doors into the past and future begin to open 
"Live Twice, Love Once",comedies  dramas  international movies maria ripoll oscar mart nez  inma cuesta  mafalda carbonell  nacho l pez  isabel requena  aina clotet  antonio valero  mar a zamora  hugo balaguer  valeria schoneveld spain when emilio  oscar mart nez  is diagnosed with alzheimer s disease  he and his family embark on a quest to reunite him with his childhood crush 
Dracula,british tv shows  international tv shows  tv dramas unknown director claes bang  dolly wells  john heffernan united kingdom the count dracula legend transforms with new tales that flesh out the vampire s gory crimes   and bring his vulnerability into the light 
All the Freckles in the World,comedies  international movies  romantic movies yibr n asuad h nssel casillas  loreto peralta  andrea sutton  luis de la rosa  alejandro flores  anajos  aldrete  daniel haddad  montserrat mara  n  juan carlos viana prieto  hern n del riego mexico thirteen year old jos  miguel is immune to 1994 world cup fever until he realizes soccer is the only way to win the heart of his crush 
Anne with an E,international tv shows  tv dramas  teen tv shows unknown director amybeth mcnulty  geraldine james  r h  thomson  corrine koslo  dalila bela  lucas jade zumann  aymeric jett montaz canada a plucky orphan whose passions run deep finds an unlikely home with a spinster and her soft spoken bachelor brother  based on  anne of green gables  
Half Girlfriend,dramas  international movies  romantic movies mohit suri arjun kapoor  shraddha kapoor  vikrant massey  seema biswas  rhea chakraborty  sujata sehgal  anisa butt india small town madhav falls for big city riya and wants her to be his girlfriend  but she views their relationship differently  and suggests a compromise 
"Sex, Explained",docuseries  science   nature tv unknown director janelle mon e united states from the biology of attraction to the history of birth control  explore the ins and outs of sex in this entertaining and enlightening series 
Thieves of the Wood,international tv shows  tv action   adventure  tv dramas unknown director matteo simoni  tom van dyck  stef aerts  anne laure vandeputte  jeroen perceval  charlotte timmers  dirk roofthooft  anemone valcke belgium charismatic highwayman jan de lichte leads the oppressed and downtrodden in a revolt against the corrupt aristocracy of 18th century flanders 
Aruna & Her Palate,dramas  international movies edwin dian sastrowardoyo  oka antara  hannah al rashid  nicholas saputra  deddy mahendra desta  ayu azhari indonesia  south korea  singapore an epidemiologist turns her nationwide bird flu investigation into a chance to sample local delicacies en route  with three friends along for the ride 
Because This Is My First Life,international tv shows  korean tv shows  romantic tv shows unknown director lee min ki  jung so min  esom  kim ga eun  park byung eun  kim min seok  moon hee kyung  kim byung ok  kim sun young south korea two housemates get married for financial convenience  but discover nothing is simple when it comes to demanding in laws  or facing their growing bond 
Border Security: America's Front Line,crime tv shows  international tv shows  reality tv unknown director unknown cast canada this reality series chronicles the behind the scenes action as u s  customs and border protection agents safeguard the nation s crossings and ports 
Breaking the Bank,comedies  international movies vadim jean kelsey grammer  tamsin greig  john michael higgins  mathew horne  pearce quigley  togo igawa  sonya cassidy  julie dray  danny morgan  andrew sachs united kingdom bank chairman charles bunbury   who knows next to nothing about banking   fights to save both his company and his marriage from disaster 
